,x_mean,x_std,x_sum,x_median,y_mean,y_std,y_sum,y_median,z_mean,z_std,z_sum,z_median,Label
2901,-353.74088050314464,9271.432224145776,-281224.0,-944.0,-1065.6113207547169,5564.9261539905365,-847161.0,-1292.0,-6.7823899371069185,6937.361375051195,-5392.0,987.0,1
2902,-217.30440251572327,9021.921915159905,-172757.0,-284.0,-1083.7899371069182,5145.197054082517,-861613.0,-1278.0,19.961006289308177,6591.26458683319,15869.0,1056.0,1
2903,-201.70691823899372,8945.473064545202,-160357.0,62.0,-1227.8251572327044,5046.957816335509,-976121.0,-1522.0,19.91194968553459,6696.754305558267,15830.0,681.0,1
2904,-272.7937106918239,9075.289765215788,-216871.0,1290.0,-1317.2125786163522,5130.555377093541,-1047184.0,-1555.0,2.943396226415094,6996.689676107132,2340.0,40.0,1
2905,-369.06037735849054,9420.9558461063,-293403.0,843.0,-1237.7044025157234,5165.7951245607155,-983975.0,-1555.0,16.821383647798744,7384.938070190549,13373.0,183.0,1
2906,-345.37735849056605,9691.686979562133,-274575.0,772.0,-1322.4993710691824,5115.200066354035,-1051387.0,-1608.0,-17.39748427672956,7732.875182127372,-13831.0,-187.0,1
2907,-317.47798742138366,9632.620723247674,-252395.0,-175.0,-1263.0842767295599,5029.749943375763,-1004152.0,-1895.0,-3.2930817610062895,7596.406054707709,-2618.0,226.0,1
2908,-317.8867924528302,9781.543692708061,-252720.0,1503.0,-1225.7358490566037,5231.152867252554,-974460.0,-1547.0,-29.162264150943397,7960.884534040001,-23184.0,-316.0,1
2909,-169.5798742138365,9530.45362677392,-134816.0,1065.0,-1254.9522012578616,5331.683680768001,-997687.0,-1518.0,5.251572327044025,7641.575924782369,4175.0,-42.0,1
2910,-257.0729559748428,8376.859636671996,-204373.0,-1284.0,-965.7509433962264,4107.793840387064,-767772.0,-1280.0,80.07672955974843,6803.896978282554,63661.0,935.0,1
2911,-440.8125786163522,8890.511209746177,-350446.0,-2674.0,-1023.9962264150944,3455.920449735147,-814077.0,-1368.0,-68.37735849056604,7676.688172363677,-54360.0,2418.0,1
2912,-343.8352201257862,9089.322678972616,-273349.0,-2414.0,-1090.0666666666666,3718.21139618686,-866603.0,-1776.0,-25.143396226415096,7631.658360543694,-19989.0,3462.0,1
2913,-362.14716981132074,8961.424545312895,-287907.0,-1803.0,-1029.2427672955976,3783.334055698752,-818248.0,-1497.0,-43.979874213836474,7330.0897827909175,-34964.0,2898.0,1
2914,-236.67421383647797,8114.927484821169,-188156.0,-1182.0,-1054.4603773584906,3467.065535519085,-838296.0,-1245.0,-30.69811320754717,6501.383726339517,-24405.0,2008.0,1
2915,-147.35471698113207,7849.8018611559755,-117147.0,-507.0,-1003.1283018867924,3608.2668025702437,-797487.0,-1272.0,-23.91194968553459,6081.781972166784,-19010.0,1871.0,1
2916,-129.87924528301886,8169.08180994913,-103254.0,-1565.0,-967.5081761006289,3978.614781581994,-769169.0,-874.0,-18.428930817610063,6398.210622289019,-14651.0,2531.0,1
2917,-259.262893081761,7964.853791310063,-206114.0,-1262.0,-889.1811320754717,4046.23640718974,-706899.0,-714.0,-52.934591194968554,6693.406506646866,-42083.0,2779.0,1
2918,-403.49559748427674,8357.002386627273,-320779.0,-1497.0,-820.1283018867924,4254.749836349474,-652002.0,-427.0,-8.320754716981131,7037.735922394335,-6615.0,3271.0,1
2919,-478.06540880503144,8598.063136309722,-380062.0,-1930.0,-905.1295597484277,4239.730339265915,-719578.0,-447.0,-44.68679245283019,7092.020570298402,-35526.0,3138.0,1
2920,-586.7270440251573,8526.641664971734,-466448.0,-2223.0,-902.4364779874214,4306.028450855206,-717437.0,-583.0,-35.727044025157234,7119.2805202248555,-28403.0,2949.0,1
2921,-639.4867924528302,8568.772360672905,-508392.0,-2039.0,-904.6943396226416,4196.624320938059,-719232.0,-987.0,-10.944654088050314,7340.882148271902,-8701.0,2959.0,1
2922,-465.7899371069182,8467.716546016225,-370303.0,-2771.0,-977.5698113207548,3465.3425804810486,-777168.0,-981.0,-28.464150943396227,7519.185545768778,-22629.0,2724.0,1
2923,-381.0943396226415,8112.603704818908,-302970.0,-2955.0,-962.4477987421384,2842.063915622445,-765146.0,-612.0,3.0339622641509436,7578.119794164918,2412.0,1676.0,1
2924,-464.2553459119497,7347.187111050862,-369083.0,-2972.0,-948.37106918239,2550.88032207508,-753955.0,-716.0,-14.208805031446541,7262.858882199455,-11296.0,954.0,1
2925,-400.65911949685534,6778.187528540888,-318524.0,-2910.0,-977.1584905660377,2345.4859222824007,-776841.0,-1325.0,27.671698113207547,6784.242862751708,21999.0,970.0,1
2926,-90.11949685534591,5871.416231951704,-71645.0,-2693.0,-996.8805031446541,1809.5221726354148,-792520.0,-1329.0,6.515723270440252,5395.734454919167,5180.0,525.0,1
2927,-85.30188679245283,4622.177852232264,-67815.0,-1590.0,-986.5685534591195,1503.0491867201306,-784322.0,-1173.0,-0.5748427672955975,3803.297504426242,-457.0,950.0,1
2928,-57.39119496855346,3753.4309036247214,-45626.0,-1067.0,-1007.2364779874214,1902.9419016447769,-800753.0,-1052.0,17.441509433962263,3102.692463240371,13866.0,491.0,1
2929,-96.17735849056604,6828.223137766815,-76461.0,605.0,-933.5647798742139,4368.039296871066,-742184.0,-815.0,-10.544654088050315,5046.522949821893,-8383.0,-923.0,1
2930,-208.13962264150945,10001.151426626573,-165471.0,310.0,-929.1924528301887,4172.401801769452,-738708.0,-894.0,-17.623899371069182,7206.988895875443,-14011.0,-2133.0,1
2931,-163.55974842767296,9602.041031713006,-130030.0,886.0,-1004.4352201257861,3757.004923369675,-798526.0,-1063.0,-9.233962264150943,7398.350429908803,-7341.0,-2125.0,1
2932,-124.48679245283019,8169.043502384044,-98967.0,579.0,-1057.4867924528303,4275.948205213278,-840702.0,-1159.0,2.1245283018867926,6274.883987875742,1689.0,-1725.0,1
2933,-106.36981132075472,6878.465937730463,-84564.0,944.0,-1050.1069182389938,4580.626478100897,-834835.0,-1208.0,20.2,5242.753533074412,16059.0,-1311.0,1
2934,-135.53333333333333,6123.673852617608,-107749.0,1356.0,-1059.023899371069,4573.697957146541,-841924.0,-1366.0,-5.016352201257861,4713.460117106212,-3988.0,-1169.0,1
2935,-139.85786163522013,6379.461549269856,-111187.0,1424.0,-995.514465408805,4801.668214595054,-791434.0,-1325.0,27.223899371069184,4867.0523623561685,21643.0,-581.0,1
2936,-55.55974842767296,6621.910778816754,-44170.0,1409.0,-1010.8830188679245,4761.104163856757,-803652.0,-1247.0,11.036477987421383,5131.821571797231,8774.0,-794.0,1
2937,-57.65408805031446,7196.411942852283,-45835.0,976.0,-1010.045283018868,4343.290808339433,-802986.0,-1081.0,36.6188679245283,5612.804773694097,29112.0,-509.0,1
2938,-22.532075471698114,7244.633542398291,-17913.0,876.0,-1082.7069182389937,4308.7054129876715,-860752.0,-1032.0,19.820125786163523,5628.850926677502,15757.0,-833.0,1
2939,-20.244025157232706,7180.879320945925,-16094.0,1026.0,-1054.0830188679245,4330.979863435301,-837996.0,-993.0,33.586163522012576,5482.672461120509,26701.0,-989.0,1
2940,-9.138364779874214,7459.4707856178375,-7265.0,960.0,-1089.3408805031447,4276.004476482511,-866026.0,-1016.0,14.138364779874214,5699.077747740044,11240.0,-421.0,1
2941,27.762264150943395,8247.460686838222,22071.0,946.0,-1070.5207547169812,3268.6763214977145,-851064.0,-1184.0,48.91698113207547,6769.621375669793,38889.0,146.0,1
2942,-227.69685534591196,8611.912399329818,-181019.0,1768.0,-1013.4716981132076,2767.7172773053826,-805710.0,-1387.0,-35.384905660377356,7512.160432290911,-28131.0,-156.0,1
2943,55.22641509433962,8538.385500710729,43905.0,2490.0,-1023.1723270440251,2793.55164083539,-813422.0,-901.0,-20.572327044025158,8066.538960842495,-16355.0,290.0,1
2944,-108.30062893081761,7799.074782944565,-86099.0,2617.0,-994.4817610062893,2575.436156474763,-790613.0,-776.0,-12.158490566037736,7188.25953437543,-9666.0,162.0,1
2945,-78.83522012578617,6030.9013705938705,-62674.0,1944.0,-999.1937106918239,1752.0993806023089,-794359.0,-874.0,-8.138364779874214,5089.106411887177,-6470.0,-441.0,1
2946,-16.30062893081761,2761.936496922923,-12959.0,337.0,-996.5786163522013,1353.2043544797548,-792280.0,-890.0,16.70188679245283,2251.4458445331197,13278.0,-216.0,1
2947,2.6364779874213835,1069.2545626867209,2096.0,107.0,-997.8088050314466,873.6290785710447,-793258.0,-987.0,6.591194968553459,889.1487425174478,5240.0,15.0,1
2948,-0.9534591194968554,858.3188060937443,-758.0,-33.0,-993.9132075471698,716.5183707212317,-790161.0,-993.0,6.149685534591195,664.7370355505407,4889.0,17.0,1
2949,-122.52955974842767,3878.6124349726692,-97411.0,-148.0,-938.0842767295597,3222.047794355346,-745777.0,-966.0,-11.457861635220127,3804.615814758076,-9109.0,156.0,1
2950,-233.55597484276728,8014.124629185321,-185677.0,-1536.0,-765.2301886792453,4991.989428020189,-608358.0,-1179.0,349.94213836477985,6474.875882157358,278204.0,1376.0,1
2951,-487.6490566037736,7122.983140334509,-387681.0,-1200.0,-795.9987421383648,5243.0199021130065,-632819.0,-989.0,155.61509433962263,6860.0543593967,123714.0,1592.0,1
2952,-499.51698113207544,6712.424863434626,-397116.0,-942.0,-828.1735849056604,5133.197418332301,-658398.0,-612.0,-20.60125786163522,6751.7426580216725,-16378.0,1329.0,1
2953,-558.2503144654088,7098.168436301727,-443809.0,-1421.0,-810.0666666666667,5074.466853342911,-644003.0,-425.0,-49.461635220125785,6378.43126145869,-39322.0,1856.0,1
2954,-573.7849056603774,7332.472959928609,-456159.0,-1284.0,-818.8943396226415,4955.643920969451,-651021.0,-655.0,4.455345911949686,6758.872595870561,3542.0,2170.0,1
2955,-655.5496855345912,7650.158823427245,-521162.0,-1606.0,-829.0591194968554,4954.510946925108,-659102.0,-802.0,-31.676729559748427,7001.781451250995,-25183.0,2520.0,1
2956,-620.1761006289308,8080.692156283212,-493040.0,-1356.0,-873.5547169811321,4822.845233788907,-694476.0,-1177.0,-4.520754716981132,7391.941912807952,-3594.0,2957.0,1
2957,-549.9987421383648,8244.579253164546,-437249.0,-1210.0,-890.2830188679245,4891.087336848118,-707775.0,-1366.0,3.3069182389937106,7458.969852691803,2629.0,3445.0,1
2958,-601.0226415094339,8239.99416784603,-477813.0,-1530.0,-892.0729559748428,4866.025967624159,-709198.0,-1711.0,50.33207547169811,7673.765596573087,40014.0,3253.0,1
2959,-557.5572327044025,8188.548549209014,-443258.0,-1464.0,-876.0025157232704,4926.139186996873,-696422.0,-1553.0,43.289308176100626,7539.142760356222,34415.0,3324.0,1
2960,-238.86540880503145,8624.862986433995,-189898.0,-355.0,-1126.543396226415,4258.797799768248,-895602.0,-989.0,-40.11194968553459,8244.909102874059,-31889.0,1288.0,1
2961,-48.16729559748428,10578.564376270957,-38293.0,827.0,-1060.5396226415094,3785.5458995446156,-843129.0,-296.0,-64.6188679245283,9966.260752144924,-51372.0,-864.0,1
2962,88.18238993710692,10727.99272522758,70105.0,1243.0,-1010.3270440251572,3469.187831871711,-803210.0,5.0,-7.081761006289308,9804.244998187805,-5630.0,-1750.0,1
2963,-19.369811320754717,9585.751398857556,-15399.0,1233.0,-983.2490566037736,4063.818722634754,-781683.0,-790.0,-49.950943396226414,8685.400453731021,-39711.0,-3115.0,1
2964,-20.90062893081761,8844.196887839427,-16616.0,1547.0,-1023.3408805031446,4486.772050879213,-813556.0,-1255.0,-24.293081761006288,8038.9790821668585,-19313.0,-3240.0,1
2965,-38.49937106918239,8344.265175455808,-30607.0,1307.0,-1083.588679245283,4591.048007171543,-861453.0,-1555.0,4.567295597484277,7730.364226835215,3631.0,-2928.0,1
2966,-37.5433962264151,7839.534860100857,-29847.0,1239.0,-1088.9308176100628,4708.060338946113,-865700.0,-1358.0,10.30188679245283,7483.888705789173,8190.0,-2664.0,1
2967,-96.52075471698113,7804.551329765957,-76734.0,1266.0,-1146.6050314465408,4648.946477710782,-911551.0,-1237.0,-34.353459119496854,7470.920950657946,-27311.0,-2147.0,1
2968,-54.749685534591194,7711.22448084212,-43526.0,1038.0,-1202.422641509434,4477.306315330717,-955926.0,-1179.0,-16.81006289308176,7710.152765536405,-13364.0,-2002.0,1
2969,-49.20754716981132,7624.504337918328,-39120.0,1175.0,-1217.4188679245283,4382.005444688059,-967848.0,-1003.0,-18.61006289308176,7615.20639260117,-14795.0,-1899.0,1
2970,-86.76352201257862,7594.163523163813,-68977.0,1241.0,-1174.57106918239,4480.289134518539,-933784.0,-989.0,-56.60754716981132,7532.048314571622,-45003.0,-1879.0,1
2971,-57.06037735849057,7663.36889363134,-45363.0,1110.0,-1234.2654088050315,4303.121730611614,-981241.0,-1118.0,-60.17987421383648,7768.681942422174,-47843.0,-1448.0,1
2972,74.11320754716981,8336.171694559376,58920.0,2076.0,-1188.3358490566038,3500.0882618105297,-944727.0,-1401.0,-63.72578616352201,8658.807715306804,-50662.0,-1489.0,1
2973,-286.8955974842767,8600.354466095388,-228082.0,1733.0,-1022.6364779874214,3040.2632583425866,-812996.0,-1682.0,-95.94465408805031,9243.616053528176,-76276.0,-2317.0,1
2974,-43.92578616352201,8599.580680760753,-34921.0,2309.0,-1024.6113207547169,3027.8594668103883,-814566.0,-1112.0,-173.99874213836478,9607.04515149271,-138329.0,-2289.0,1
2975,-16.59119496855346,7825.237506647241,-13190.0,2490.0,-990.2943396226415,2935.8939333385783,-787284.0,-702.0,-156.14968553459119,8894.061990404212,-124139.0,-1817.0,1
2976,-32.669182389937106,6501.073784586551,-25972.0,2219.0,-996.6553459119497,2105.6535238913466,-792341.0,-548.0,-22.577358490566038,7304.031725412638,-17949.0,-1366.0,1
2977,-48.88805031446541,4480.195969849704,-38866.0,441.0,-1007.6100628930818,1965.2765526414055,-801050.0,-610.0,17.571069182389937,4597.15036018777,13969.0,-1413.0,1
2978,-52.30440251572327,3843.292199390053,-41582.0,431.0,-1008.9207547169812,2301.349497322305,-802092.0,-778.0,-1.130817610062893,4031.839299441087,-899.0,-439.0,1
2979,-134.15974842767295,5782.021941664883,-106657.0,-981.0,-1001.8440251572327,4290.2029043540415,-796466.0,-1145.0,1.8,6497.020401090906,1431.0,1095.0,1
2980,-162.16352201257862,8523.352297442898,-128920.0,-1214.0,-1067.896855345912,4463.512072582909,-848978.0,-1766.0,-44.573584905660375,7585.194877890311,-35436.0,1563.0,1
2981,-249.03018867924527,8392.626081758073,-197979.0,-960.0,-949.9811320754717,4503.176217542797,-755235.0,-1366.0,-91.14339622641509,7460.594395898823,-72459.0,2112.0,1
2982,-208.56477987421383,7881.638954164024,-165809.0,-804.0,-967.8540880503144,4238.0670248530005,-769444.0,-1553.0,-43.733333333333334,7325.749642220036,-34768.0,2061.0,1
2983,-249.89056603773585,7203.062404762353,-198663.0,-636.0,-999.6138364779874,4049.833546109482,-794693.0,-1547.0,-28.451572327044026,6704.608487705116,-22619.0,1868.0,1
2984,-138.62138364779875,6524.22982310408,-110204.0,-499.0,-1030.9584905660377,3861.9827756260092,-819612.0,-1407.0,-53.18490566037736,6048.921712287569,-42282.0,2223.0,1
2985,-86.92578616352202,6236.038405772026,-69106.0,-359.0,-1005.37106918239,4169.364849564514,-799270.0,-1175.0,-39.37987421383648,5804.083990941356,-31307.0,2588.0,1
2986,-222.93459119496856,6930.786377957049,-177233.0,-1467.0,-867.188679245283,4522.805384238901,-689415.0,-425.0,-59.154716981132076,6584.205210529972,-47028.0,3095.0,1
2987,-371.3496855345912,7658.864973091945,-295223.0,-2203.0,-793.2377358490565,4444.9310232098205,-630624.0,-238.0,-63.74842767295598,7164.411836594785,-50680.0,3740.0,1
2988,-402.6201257861635,7850.363712897853,-320083.0,-2287.0,-761.5345911949686,4334.613117550369,-605420.0,-349.0,-10.944654088050314,7336.849371302702,-8701.0,3792.0,1
2989,-499.7069182389937,8033.11776529657,-397267.0,-2311.0,-810.4666666666667,4380.893529947843,-644321.0,-587.0,-35.729559748427675,7546.485884843704,-28405.0,3753.0,1
2990,-516.1358490566038,8223.124345507182,-410328.0,-2170.0,-906.6641509433962,4409.470525074025,-720798.0,-665.0,-42.38364779874214,7641.765699102803,-33695.0,3624.0,1
2991,-548.5685534591195,8491.609660331964,-436112.0,-2865.0,-887.9798742138365,3603.04391598987,-705944.0,-607.0,14.228930817610063,8223.039210924464,11312.0,3466.0,1
2992,-618.0566037735849,7705.5073087176615,-491355.0,-2196.0,-857.1471698113207,3177.583565715416,-681432.0,-732.0,11.29685534591195,8116.730503591776,8981.0,2849.0,1
2993,-698.5157232704403,6969.112370122704,-555320.0,-2520.0,-934.6968553459119,2767.312000887248,-743084.0,-1122.0,6.589937106918239,7568.21026847885,5239.0,2244.0,1
2994,-358.25786163522014,6334.921927608077,-284815.0,-2248.0,-1013.7647798742138,2180.7049269919225,-805943.0,-1100.0,-38.73459119496855,6421.116392355754,-30794.0,1680.0,1
2995,-151.13333333333333,4762.518470959463,-120151.0,-1288.0,-999.5572327044025,1671.6304881309015,-794648.0,-1159.0,21.661635220125785,4652.118577802955,17221.0,1108.0,1
2996,-18.350943396226416,2516.764785143124,-14589.0,-242.0,-997.285534591195,986.4352865437241,-792842.0,-1151.0,11.955974842767295,2242.306931968178,9505.0,27.0,1
2997,-0.010062893081761006,977.0571374145251,-8.0,48.0,-986.2867924528302,703.7543228042321,-784098.0,-1095.0,7.593710691823899,962.8734401120644,6037.0,-119.0,1
2998,1.7031446540880504,797.196719448164,1354.0,-7.0,-1001.8238993710692,640.0336965171998,-796450.0,-1011.0,5.20125786163522,746.4262646184616,4135.0,-66.0,1
2999,-68.7811320754717,3664.160416669745,-54681.0,-31.0,-927.4691823899371,2857.9741111746966,-737338.0,-954.0,-2.2037735849056603,3631.6994021869,-1752.0,169.0,1
3000,-449.30314465408804,7506.997816809966,-357196.0,-1292.0,-769.0025157232704,5362.9301657032875,-611357.0,-1179.0,325.37232704402516,6921.660595568147,258671.0,1003.0,1
3001,-1070.262893081761,8118.724501363312,-850859.0,-1936.0,-592.759748427673,5560.786048525061,-471244.0,-802.0,196.07169811320756,7446.324979910547,155877.0,1481.0,1
3002,-808.8075471698113,7972.6697014365855,-643002.0,-1469.0,-591.4037735849057,5638.849434398338,-470166.0,-696.0,173.96226415094338,7598.840398813141,138300.0,1955.0,1
3003,-750.3408805031446,7801.738388164327,-596521.0,-1385.0,-888.6855345911949,4720.491845795971,-706505.0,-923.0,-41.71194968553459,7015.3165973463465,-33161.0,2006.0,1
3004,-846.6503144654088,7774.478761536762,-673087.0,-1534.0,-847.7044025157232,4951.966634941114,-673925.0,-847.0,-22.623899371069182,6824.422872097792,-17986.0,2156.0,1
3005,-969.222641509434,8115.21423749204,-770532.0,-1465.0,-816.9836477987421,4907.37511839364,-649502.0,-1177.0,-15.971069182389938,7105.407127942909,-12697.0,2660.0,1
3006,-888.8603773584906,8169.059626772878,-706644.0,-1637.0,-826.1685534591195,5111.971331933121,-656804.0,-2071.0,42.58490566037736,7525.416133921682,33855.0,2793.0,1
3007,-776.0163522012579,8474.65089157006,-616933.0,-1208.0,-791.2955974842768,4984.067667909971,-629080.0,-1366.0,79.56352201257862,7620.370396131309,63253.0,3388.0,1
3008,-680.788679245283,8572.5522260371,-541227.0,-1255.0,-787.3547169811321,4973.196834088884,-625947.0,-1177.0,-1.1773584905660377,7393.889903956461,-936.0,3136.0,1
3009,-682.8754716981132,8474.069129879366,-542886.0,-1518.0,-874.9333333333333,4936.176347777296,-695572.0,-1339.0,27.138364779874212,7458.834839449877,21575.0,3279.0,1
3010,-377.15220125786163,8620.126816978127,-299836.0,-558.0,-1081.2918238993711,4376.200935466504,-859627.0,-936.0,-12.363522012578617,7837.199177771877,-9829.0,1674.0,1
3011,-80.6817610062893,10480.629226481551,-64142.0,1413.0,-1070.6075471698114,3855.2321906432153,-851133.0,-404.0,-77.04654088050314,9569.993399638051,-61252.0,-843.0,1
3012,122.72704402515723,10736.913799680708,97568.0,1635.0,-1005.759748427673,3510.1037554745317,-799579.0,-121.0,-44.39748427672956,9419.919373488096,-35296.0,-1102.0,1
3013,220.24779874213837,10253.852414103008,175097.0,1282.0,-976.1220125786164,4047.0334691859553,-776017.0,-653.0,-9.283018867924529,8959.522450763992,-7380.0,-2543.0,1
3014,215.79622641509434,9632.0657920251,171558.0,1585.0,-1026.3446540880502,4516.749008579595,-815944.0,-1216.0,-38.06666666666667,8448.186388434879,-30263.0,-3183.0,1
3015,97.4314465408805,9076.16640816943,77458.0,1493.0,-1112.222641509434,4716.230359943304,-884217.0,-1555.0,-44.627672955974845,7965.965638824397,-35479.0,-2559.0,1
3016,58.324528301886794,8470.182224558026,46368.0,1454.0,-1196.2867924528302,4784.5976398310895,-951048.0,-1471.0,-17.98238993710692,7444.523558447778,-14296.0,-2088.0,1
3017,-39.8,8456.883476643834,-31641.0,1411.0,-1202.5396226415094,4615.138971070597,-956019.0,-1387.0,-6.979874213836478,7402.975247728857,-5549.0,-1864.0,1
3018,-30.18238993710692,8540.028953235911,-23995.0,1358.0,-1194.8704402515723,4474.114108399734,-949922.0,-1134.0,-24.49182389937107,7492.645381100256,-19471.0,-1879.0,1
3019,-127.88679245283019,8541.56630376869,-101670.0,1003.0,-1162.1761006289307,4502.942594767412,-923930.0,-1315.0,-77.88050314465409,7521.921427854111,-61915.0,-1811.0,1
3020,17.617610062893082,8343.168356589105,14006.0,1116.0,-1131.377358490566,4614.62346311026,-899445.0,-1112.0,-42.023899371069184,7393.443120904342,-33409.0,-1571.0,1
3021,-33.561006289308175,8691.7631967427,-26681.0,482.0,-1163.2817610062893,4477.34721759534,-924809.0,-1266.0,-129.49056603773585,8031.802430524007,-102945.0,-1750.0,1
3022,1.79874213836478,9285.595928254663,1430.0,1432.0,-1187.4201257861635,3708.633265412939,-943999.0,-1264.0,-99.26037735849057,8870.114826434512,-78912.0,-1821.0,1
3023,-278.74591194968554,9382.105964725768,-221603.0,1329.0,-1066.9333333333334,3114.1917723213983,-848212.0,-1731.0,-139.95849056603774,9336.914550021098,-111267.0,-1743.0,1
3024,-119.93333333333334,9154.04269692147,-95347.0,1477.0,-999.2452830188679,2986.668363884915,-794400.0,-1052.0,-127.71823899371068,9618.512911218735,-101536.0,-1657.0,1
3025,109.99622641509434,8481.696329653003,87447.0,2682.0,-1005.0654088050314,3238.956718284505,-799027.0,-283.0,-105.12704402515723,9271.627531253502,-83576.0,-1708.0,1
3026,-67.74591194968554,7252.998363976904,-53858.0,2235.0,-1015.8415094339623,2578.565876584674,-807594.0,-636.0,-62.94842767295597,7667.1839612286485,-50044.0,-1374.0,1
3027,-75.18364779874214,5234.636090405579,-59771.0,903.0,-1013.7874213836478,2114.515532187392,-805961.0,-728.0,6.343396226415094,5012.656329497206,5043.0,-1663.0,1
3028,-54.19874213836478,4148.668183097956,-43088.0,653.0,-1012.891823899371,2431.3207248062963,-805249.0,-716.0,14.922012578616352,4177.20857723057,11863.0,-948.0,1
3029,-104.41509433962264,5464.838088984402,-83010.0,-491.0,-1002.9081761006289,4241.294759819056,-797312.0,-1036.0,-12.745911949685535,6677.451832522659,-10133.0,970.0,1
3030,-145.25408805031446,7666.070460847122,-115477.0,-335.0,-1016.8289308176101,4671.691886138342,-808379.0,-1682.0,-27.07547169811321,7622.126284711524,-21525.0,1692.0,1
3031,-294.9270440251572,8632.325847139615,-234467.0,-1257.0,-960.0389937106918,4179.799218990313,-763231.0,-1827.0,-48.84276729559748,7900.881172945198,-38830.0,3121.0,1
3032,-196.55849056603773,8543.29567806588,-156264.0,-952.0,-1024.8075471698114,4095.5723514655515,-814722.0,-1758.0,-82.1811320754717,7560.011071280274,-65334.0,3029.0,1
3033,-227.1622641509434,7737.996072903302,-180594.0,-681.0,-1027.1610062893083,3806.498990009861,-816593.0,-1401.0,-54.99245283018868,6750.349455825351,-43719.0,3101.0,1
3034,-134.6062893081761,7074.429990101467,-107012.0,-480.0,-1021.7094339622641,3753.963630872495,-812259.0,-1348.0,-52.49433962264151,6015.360104332209,-41733.0,2479.0,1
3035,-78.50314465408805,6994.456644123733,-62410.0,-519.0,-1001.1182389937107,4017.4585962899105,-795889.0,-1259.0,-47.40880503144654,6104.3348317576365,-37690.0,2631.0,1
3036,-136.2188679245283,7300.2457453130255,-108294.0,-1239.0,-894.8,4270.080951692255,-711366.0,-737.0,-64.43773584905661,6750.879247303454,-51228.0,3045.0,1
3037,-308.65408805031444,8109.123724962108,-245380.0,-1645.0,-851.0817610062893,4377.0806089258485,-676610.0,-339.0,-1.2427672955974842,7358.135764557133,-988.0,3751.0,1
3038,-430.811320754717,8076.222678815028,-342495.0,-1922.0,-862.5874213836478,4226.087387333956,-685757.0,-523.0,-50.295597484276726,7418.329470841322,-39985.0,3544.0,1
3039,-523.4100628930818,8091.465343243223,-416111.0,-2074.0,-825.6578616352201,4386.550774974993,-656398.0,-499.0,-8.637735849056604,7344.439193539003,-6867.0,3443.0,1
3040,-497.64654088050315,8429.641197882342,-395629.0,-1866.0,-875.4113207547169,4109.406291195667,-695952.0,-624.0,28.825157232704402,7537.767301733597,22916.0,3681.0,1
3041,-590.2238993710691,9028.89227706331,-469228.0,-2715.0,-958.6427672955975,3827.6574207552007,-762121.0,-802.0,62.15974842767296,8085.283747056628,49417.0,3978.0,1
3042,-606.5509433962264,8650.91504650941,-482208.0,-2633.0,-856.9786163522012,3393.7633251449397,-681298.0,-753.0,-2.30062893081761,8379.022154519678,-1829.0,3000.0,1
3043,-661.7207547169811,7475.001262984616,-526068.0,-2063.0,-873.319496855346,3210.491457165671,-694289.0,-1143.0,-35.28805031446541,7805.278469968173,-28054.0,2236.0,1
3044,-239.49559748427674,6531.983847252995,-190399.0,-1827.0,-1008.548427672956,2297.809768913163,-801796.0,-1044.0,-25.854088050314466,6446.7889934672085,-20554.0,1815.0,1
3045,-107.33836477987421,5151.283110312837,-85334.0,-991.0,-990.0037735849056,1506.8664447632711,-787053.0,-1067.0,19.379874213836477,4585.360498187138,15407.0,1288.0,1
3046,-30.178616352201256,2498.648841079576,-23992.0,-284.0,-995.2050314465408,1088.4205780095313,-791188.0,-1175.0,18.884276729559748,2138.0443314902186,15013.0,-3.0,1
3047,-5.8742138364779874,1081.5278954756177,-4670.0,33.0,-996.274213836478,719.4951860137472,-792038.0,-1011.0,3.018867924528302,1051.345998690941,2400.0,-70.0,1
3048,5.688050314465409,904.1013578605204,4522.0,19.0,-995.5333333333333,688.0351792550489,-791449.0,-983.0,12.933333333333334,884.1258141507299,10282.0,-25.0,1
3049,-86.44905660377358,3458.1383145964664,-68727.0,-76.0,-971.9723270440252,2795.019640389891,-772718.0,-960.0,-15.725786163522013,3319.0610038657164,-12502.0,78.0,1
3050,-474.5295597484277,8218.239311459745,-377251.0,-1138.0,-786.9194968553459,5211.836202392011,-625601.0,-958.0,505.82264150943394,6459.718903117634,402129.0,1155.0,1
3051,-994.5358490566038,8326.877597339137,-790656.0,-1391.0,-632.2792452830189,5902.120229548,-502662.0,-585.0,354.29433962264153,8193.282084198003,281664.0,1553.0,1
3052,-655.2,7874.915406622534,-520884.0,-1001.0,-669.3647798742138,5674.758124453427,-532145.0,-673.0,163.41509433962264,7635.058450189307,129915.0,1743.0,1
3053,-611.3698113207547,7650.829524943188,-486039.0,-897.0,-791.4704402515723,4894.261348886388,-629219.0,-614.0,-22.88176100628931,6839.6581538162345,-18191.0,2084.0,1
3054,-792.2905660377359,8040.386978283645,-629871.0,-1179.0,-778.680503144654,4991.5882757817335,-619051.0,-427.0,1.808805031446541,7097.8830085239615,1438.0,2805.0,1
3055,-873.3132075471698,8210.929016936692,-694284.0,-1417.0,-829.3547169811321,5056.990916138427,-659337.0,-802.0,-42.040251572327044,7199.54808254214,-33422.0,3181.0,1
